project_id,scheme,project_name,display_name,district,pbt,mukim,developer,category,house_type,units,price_min_rm,price_max_rm,status,progress_pct,expected_completion,completed_year,latitude,longitude,location_precision,source_id,source_date,verification,snapshot,record_scope,source_row,location_text,historical_match_ids,historical_match_note
LPHS25-P-149,Rumah Selangorku,,Projek Perancangan MPSp 149,Sepang,MPSp,Dengkil,Splendid Forte Development Sdn. Bhd. Tuan Tanah : Perbadanan Kemajuan Negeri Selangor (PKNS) Cyber Valley,,,1441,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,149,"Di Atas Hakmilik PN 118853 Lot 120190 Dan PN 114664 Lot 115208, Mukim Dengkil, Daerah Sepang, (Selangor Cyber Valley) Lot 115208 (Plot 1)",,
LPHS25-P-150,Rumah Selangorku,,Projek Perancangan MPSp 150,Sepang,MPSp,Dengkil,Splendid Forte Development Sdn. Bhd. Tuan Tanah : Perbadanan Kemajuan Negeri Selangor (PKNS) Cyber Valley,,,1218,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,150,"Di Atas Hakmilik PN 118853 Lot 120190 Dan PN 114664 Lot 115208, Mukim Dengkil, Daerah Sepang, (Selangor Cyber Valley) Lot 120190 (Plot 2)",,
LPHS25-P-151,Rumah Selangorku,,Projek Perancangan MPSp 151,Sepang,MPSp,Dengkil,Prisma Melati Sdn. Bhd.,,,102,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,151,"Di Atas Tanah Kerajaan Seluas 6.038 Ekar, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-152,Rumah Selangorku,,Projek Perancangan MPSp 152,Sepang,MPSp,Dengkil,Konsortium PNSB Sdn. Bhd. Tuan tanah : Menteri Besar Selangor (Pemerbadanan) MBI Dahulunya (Xtreme Engineering Sdn. Bhd.),,,289,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,152,"Di Atas Hakmilik GM 7527 Lot 117208, Di Sungai Merab, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-153,Rumah Selangorku,,Projek Perancangan MPSp 153,Sepang,MPSp,Dengkil,HRA Teguh Sdn. Bhd. SELANGORKU (PPA1M),,,117,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,153,"Ke Atas Hakmilik PM510 Lot 230 Dan PM579 Lot 231 Di Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-154,Rumah Selangorku,,Projek Perancangan MPSp 154,Sepang,MPSp,Dengkil,Initial Force Sdn. Bhd.,,,234,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,154,"Di Atas Hakmilik GRN 291070 Lot 944 Dan HS(D) 711 Lot 945 (PT 173) Di Sungai Merab, Mukim Dengkil Daerah Sepang.",,
LPHS25-P-155,Rumah Selangorku,,Projek Perancangan MPSp 155,Sepang,MPSp,Dengkil,Mitraland Puchong Sdn. Bhd.,,,273,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,155,"Di Atas PT 45378 Hingga PT 45524 dan Sebahagian Tanah Kerajaan, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-156,Rumah Selangorku,,Projek Perancangan MPSp 156,Sepang,MPSp,Dengkil,Orchard Jaya Development Sdn. Bhd.,,,744,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,156,"Di Atas PT 32535 Hingga PT 32538, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-157,Rumah Selangorku,,Projek Perancangan MPSp 157,Sepang,MPSp,Dengkil,Usahasama Utama Sdn. Bhd.,,,380,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,157,"Di Taman Putra Impiana Di Atas Lot PT 49685, PT 49687 Dan PT 49688, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-158,Rumah Selangorku,,Projek Perancangan MPSp 158,Sepang,MPSp,Dengkil,Luxstar Housing Development Sdn. Bhd.,,,850,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,158,"Di Atas Lot No PT 41463 HS(D) 28781, Persiaran Sepang, Cyber 11, Cyberjaya, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-159,Rumah Selangorku,,Projek Perancangan MPSp 159,Sepang,MPSp,Dengkil,Ecolake Residence Sdn. Bhd. (FASA 3),,,770,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,159,"Di Atas Hakmilik HSD 0964 PT 64501 (Yang Dahulunya Sebahagian Lot 104162), Cybersouth,Mukim Dengkil. Daerah Sepang",,
LPHS25-P-160,Rumah Selangorku,,Projek Perancangan MPSp 160,Sepang,MPSp,Dengkil,OIB Properties PRV Sdn. Bhd. (Konsortium PNSB Construction),,,858,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,160,"Di Atas GRN 322901 Lot 3479, GRN 31479 Lot 1910, GRN 31480 Lot 1911 Dan GM 941 Lot 2378, Mukim Dengkil, Daerah Sepang (MYRA SAUJANA)",,
LPHS25-P-161,Rumah Selangorku,,Projek Perancangan MPSp 161,Sepang,MPSp,Dengkil,Samik Corporation Sdn. Bhd.,,,1324,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,161,"Di Atas Hakmilik HSD 7637 PT 15495,, HSD 7638 PT 15496, HSD 7639 PT 15497 DAN 7640 PT 15498, Mukim Dengkil, Daerah Sepang.",,
LPHS25-P-162,Rumah Selangorku,,Projek Perancangan MPSp 162,Sepang,MPSp,Dengkil,Gethahome Sdn. Bhd.,,,459,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,162,"Di Atas HSD 13127 PT 1805, HSD 13128 PT 1806 Dan HSD 21253 PT 1807, Bandar Baru Salak Tinggi, Mukim Dengkil, Daerah Sepang",,
LPHS25-P-163,Rumah Selangorku,,Projek Perancangan MPSp 163,Sepang,MPSp,Dengkil,Petaling Garden Sdn. Bhd.,,,420,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,163,"Di Atas Sebahagian Lot 30419, Mukim Dengkil, Daerah Sepang, Selangor Darul Ehsan.",,
LPHS25-P-164,Rumah Selangorku,,Projek Perancangan MPSp 164,Sepang,MPSp,Dengkil,Sime Darby Property Berhad (Serenia City),,,4027,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,164,"Di Atas Hakmilik Geran 332536 Lot 115639, Geran 332577 Lot 115643, Geran 332578 Lot 115641, Geran 332579 Lot 115640, Geran 3325 80 Lot 115642, HSD 45573 PT 62727, HSD 45574 PT 62728 Dan HSD 45575 PT 62729, Fasa 1 dan Fasa 2, Perbandaran Serenia City, Ampar Tenang, Mukim Dengkil, Daerah Sepang",,
LPHS25-P-165,Rumah Selangorku,,Projek Perancangan MPSp 165,Sepang,MPSp,Sepang,Sepang Ceramics Industries (M) Sdn. Bhd.,,,196,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,165,"Di Atas Sebahagian Lot 2921, Lot 2922, Lot 1875, Lot 1876 Dan Lot 1877, Sungai Pelek, Mukim Sepang, Daerah Sepang, Selangor Darul Ehsan",,
LPHS25-P-166,Rumah Selangorku,,Projek Perancangan MPSp 166,Petaling,MPSp,Dengkil,Pilihan Teraju Sdn. Bhd.,,,402,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,166,"Di Atas Hakmilik HSD 41575 PT 56025 Dan HSD 41576 PT 56026, Warisan Puteri, Kota Warisan, Mukim Dengkil, Daerah Petaling, Selangor Darul Ehsan (Kota Warisan)",,
LPHS25-P-167,Rumah Selangorku,,Projek Perancangan MPSp 167,Sepang,MPSp,Dengkil,Konsortium PNSB Construction Sdn. Bhd.,,,1048,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,167,"Di Atas Hakmilik PN 110637 Lot 115430 Mukim Dengkil, Daerah Sepang (Cybersouth Kita) Dengkil, (Cybersouth KITA) IDAMAN KITA",,
LPHS25-P-168,Rumah Selangorku,,Projek Perancangan MPSp 168,Sepang,MPSp,,Konsortium PNSB Construction Sdn. Bhd.,,,10516,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; district_derived_from_pbt; project_name_not_provided_in_source,2025-Q1,LPHS baseline,168,PT31844 Salak Tinggi,,
LPHS25-P-169,Rumah Selangorku,,Projek Perancangan MPSp 169,Sepang,MPSp,Dengkil,Zestran Sdn. Bhd.,,,140,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,169,"Di Atas Sebahagian Lot Asal 19616, Mukim Dengkil, Daerah Sepang, Selangor Darul Ehsan.",,
LPHS25-P-170,Rumah Selangorku,,Projek Perancangan MPSp 170,Sepang,MPSp,Dengkil,"Taraf Unggul Sdn. Bhd., Ediajaya Sdn. Bhd., Opasjaya Sdn. Bhd., Kubu Integrasi Sdn. Bhd., Rasmajati Sdn. Bhd. Dan Duta Anggun Sdn. Bhd.",,,4120,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,170,"Di Atas PT 21037 H.S.(D) 11761, PT 21038 H.S.(D) 11762, Pt 21040 H.S.(D) 11764, PtT21041 H.S.(D) 11765, PT 21042 H.S.(D) 11766 Dan PT 21043 H.S.(D) 11767, Mukim Dengkil, Daerah Sepang",,
LPHS25-P-171,Rumah Selangorku,,Projek Perancangan MPSp 171,Sepang,MPSp,Dengkil,Jade Classic Sdn. Bhd.,,,334,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,171,"Di Atas Hakmilik PN 122134 Lot 129338, Mukim Dengkil, Daerah Sepang",,
LPHS25-P-172,Rumah Selangorku,,Projek Perancangan MPS 172,Gombak,MPS,Rawang,Sumbang Perkasa Sdn. Bhd. (Kota Damai Padu Sdn. Bhd. ),,,86,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,172,"Hakmilik PT 35427 HS(M) 17342 Sungai Bakau, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-173,Rumah Selangorku,,Projek Perancangan MPS 173,Gombak,MPS,,Adenland Kundang Sdn Bhd,,,400,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,173,"Di Atas Hakmilik HS(D) 79538 PT 8725, Mukim Rawang (Baharu - Pekan Pangkalan Kundang), Daerah Gombak.",,
LPHS25-P-174,Rumah Selangorku,,Projek Perancangan MPS 174,Gombak,MPS,Rawang,Pinggir Mentari Sdn. Bhd. - FASA 1D,,,400,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,174,"Di Atas Hakmilik PM 854 GRN 54445 Lot 1048 Dan Sebahagian Lot 18056, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-175,Rumah Selangorku,,Projek Perancangan MPS 175,Gombak,MPS,,Kumpulan Sri Jayomiesah Sdn. Bhd. (YKT Lands Sdn. Bhd.),,,34,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,175,"Lot 23124, No. Hakmilik 93260, Bandar Kundang, Daerah Gombak.",,
LPHS25-P-176,Rumah Selangorku,,Projek Perancangan MPS 176,Gombak,MPS,,Ratus Bayan Sdn. Bhd.,,,510,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,176,"Di Atas Lot 72504 PN 91970, Taman Raintree, Bandar Selayang, Daerah Gombak.",,
LPHS25-P-177,Rumah Selangorku,,Projek Perancangan MPS 177,Gombak,MPS,Rawang,Hype Park City Sdn. Bhd.,,,272,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,177,"Di Atas Lot 863, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-178,Rumah Selangorku,,Projek Perancangan MPS 178,Gombak,MPS,Rawang,Hong Bee Realty Sdn. Bhd. (Konsortium PNSB Construction),,,2252,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,178,"Di Atas Hakmilik HSD 86853 PT 3281 Mukim Rawang, Daerah Gombak (Guocoland)",,
LPHS25-P-179,Rumah Selangorku,,Projek Perancangan MPS 179,Gombak,MPS,Rawang,Hong Bee Realty Sdn. Bhd.,,,1354,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,179,"Di Atas Sebahagian Lot848 (PT1729), HS(D)58375, Lot997, GRN52207, Lot982, GRN49285 Dan Sebahagian Lot934, GRN51712, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-180,Rumah Selangorku,,Projek Perancangan MPS 180,Gombak,MPS,Rawang,Rasa Anggun Development Sdn. Bhd.,,,240,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,180,"Hakmilik PN 15865 Lot 18059, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-181,Rumah Selangorku,,Projek Perancangan MPS 181,Gombak,MPS,Rawang,Engtex Plantinum Sdn. Bhd.,,,554,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,181,"Ke Atas Hakmilik GRN 44859 Lot 1855, GRN 44860 Lot 1886 Dan GRN 45235 Lot 1888, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-182,Rumah Selangorku,,Projek Perancangan MPS 182,Gombak,MPS,,SSL Capital Sdn. Bhd.,,,165,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,182,"Di Atas Hakmilik PT 1435, Bandar Selayang , Daerah Gombak.",,
LPHS25-P-183,Rumah Selangorku,,Projek Perancangan MPS 183,Gombak,MPS,Rawang,Elite Park Sdn. Bhd. (Mah Sing Group Berhad.),,,244,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,183,"Di Atas Lot 24673 PT 3080, Bandar Kundang, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-184,Rumah Selangorku,,Projek Perancangan MPS 184,Gombak,MPS,Rawang,Perbadanan Kemajuan Negeri Selangor (PKNS)(KP:215),,,215,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,184,"Di Atas Lot 174 (PM6401), 177 (PM6402), 178 (PM6403), 179 (PM6404), 180 (PM6405), 181 (PM6406), 182 (PM6407), 183 (PM6408), 200 (PM6409) Dan 201 (PM6410) Di Kota Puteri, Bandar Batu Arang, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-185,Rumah Selangorku,,Projek Perancangan MPS 185,Gombak,MPS,Rawang,Perbadanan Kemajuan Negeri Selangor (PKNS)(KP:192),,,192,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,185,"Di Atas Lot 174 (PM6401), 177 (PM6402), 178 (PM6403), 179 (PM6404), 180 (PM6405), 181 (PM6406), 182 (PM6407), 183 (PM6408), 200 (PM6409) Dan 201 (PM6410) Di Kota Puteri, Bandar Batu Arang, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-186,Rumah Selangorku,,Projek Perancangan MPS 186,Gombak,MPS,Rawang,Kumpulan Hartanah Selangor Berhad (KHSB) / Perbadanan Kemajuan Negeri Selangor (PKNS)(KP:930) - Seksyen 9,,,930,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,186,"Di Atas Sebahagian Hakmilik PM 640 Lot 200, Seksyen 9, Kota Puteri, Bandar Batu Arang, Mukim Rawang, Daerah Gombak. (Kota Puteri PKNS)",,
LPHS25-P-187,Rumah Selangorku,,Projek Perancangan MPS 187,Gombak,MPS,Rawang,Perbadanan Kemajuan Negeri Selangor (PKNS)(KP)(PEMAJU BINA LEBIH 6 UNIT),,,4665,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,187,"Di Atas Lot 174 (PM6401), 177 (PM6402), 178 (PM6403), 179 (PM6404), 180 (PM6405), 181 (PM6406), 182 (PM6407), 183 (PM6408), 200 (PM6409) Dan 201 (PM6410) Di Kota Puteri, Bandar Batu Arang, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-188,Rumah Selangorku,,Projek Perancangan MPS 188,Gombak,MPS,,Setia Eco Templer Sdn. Bhd.,,,388,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,188,"PN 16838 Lot 614 dan PN 17396 Lot 11, Pekan Templer, Daerah Gombak.",,
LPHS25-P-189,Rumah Selangorku,,Projek Perancangan MPS 189,Gombak,MPS,Rawang,Jelita Megamas Sdn. Bhd.,,,76,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,189,"Di Atas Lot 1327 dan Lot 1328, Kanching, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-190,Rumah Selangorku,,Projek Perancangan MPS 190,Gombak,MPS,Rawang,Jelita Megamas Sdn. Bhd. Dan Encik Zamri Bin Mappul,,,24,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,190,"Di Atas Lot 37440, Kanching, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-191,Rumah Selangorku,,Projek Perancangan MPS 191,Gombak,MPS,Rawang,Ideal Masjaya Sdn. Bhd.,,,60,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,191,"Di Atas PT 38859, Sungai Mangga, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-192,Rumah Selangorku,,Projek Perancangan MPS 192,Gombak,MPS,Rawang,Semai Meranti Sdn. Bhd. (Mah Sing Group Berhad),,,134,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,192,"Di Atas PT2500 dan Pt2501, Mukim Rawang, Daerah Gombak",,
LPHS25-P-193,Rumah Selangorku,,Projek Perancangan MPS 193,Gombak,MPS,Rawang,Scientex Park (M) Sdn. Bhd.,,,140,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,193,"Fasa 2, Di Atas Haknilik HSD 89223 PT 49627, Mukim Rawang, Daerah Gombak. (Rawang)",,
LPHS25-P-194,Rumah Selangorku,,Projek Perancangan MPS 194,Gombak,MPS,Rawang,Scientex Park (M) Sdn. Bhd.,,,764,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,194,"Di Atas Lot 1758, Mukim Rawang, Daerah Gombak (Kundang Jaya)",,
LPHS25-P-195,Rumah Selangorku,,Projek Perancangan MPS 195,Gombak,MPS,Rawang,Bluebros Development Sdn. Bhd.,,,224,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,195,"Di Atas Lot 12148, Mukim Rawang, Daerah Gombak.",,
LPHS25-P-196,Rumah Selangorku,,Projek Perancangan MPS 196,Gombak,MPS,Rawang,Mobile Legacy Sdn. Bhd.,,,100,,,Dalam Perancangan,,,,,,lokasi/lot daripada masterlist LPHS; koordinat tidak disediakan,SRC-LPHS-RSKU-Q1-2025,2025-Q1,Masterlist LPHS Q1 2025 dibekalkan pengguna; project_name_not_provided_in_source,2025-Q1,LPHS baseline,196,"Di Atas HSM 17969 PT 35312 Dan HSM 17970 PT 35313, Mukim Rawang, Daerah Gombak.",,
